age,job,marital,education,Account_Balance,Channel,month,Campaign_Contacts,Previous_Outcome,Converted,Month_No
35,blue-collar,married,primary,445,cellular,may,2,other,0,5
47,blue-collar,married,primary,3067,cellular,may,2,unknown,0,5
39,blue-collar,married,secondary,41,cellular,may,3,unknown,0,5
43,management,married,tertiary,1264,cellular,may,2,unknown,0,5
56,technician,married,unknown,84,cellular,may,2,failure,0,5
32,technician,single,secondary,271,cellular,may,2,other,0,5
46,services,divorced,secondary,2268,cellular,may,3,unknown,0,5
36,services,married,secondary,-302,cellular,may,2,unknown,0,5
47,blue-collar,divorced,primary,409,cellular,may,2,other,0,5
38,blue-collar,married,primary,168,telephone,may,3,unknown,0,5
34,blue-collar,married,secondary,3778,telephone,may,3,unknown,0,5
31,services,married,secondary,143,cellular,may,2,unknown,0,5
35,unemployed,single,secondary,9,cellular,may,2,failure,0,5
42,management,married,tertiary,1162,cellular,may,5,other,0,5
41,blue-collar,married,secondary,-664,cellular,may,4,unknown,0,5
45,technician,divorced,secondary,809,cellular,may,2,failure,0,5
31,unemployed,married,tertiary,232,cellular,may,3,unknown,0,5
51,services,married,secondary,107,telephone,may,2,failure,0,5
34,blue-collar,single,secondary,39,cellular,may,2,failure,0,5
38,blue-collar,divorced,primary,0,cellular,may,2,unknown,1,5
33,blue-collar,married,primary,324,cellular,may,2,unknown,0,5
51,blue-collar,married,primary,1203,telephone,may,4,failure,0,5
38,technician,single,tertiary,69,cellular,may,3,unknown,0,5
40,blue-collar,married,primary,104,cellular,may,2,failure,0,5
36,blue-collar,married,primary,2040,cellular,may,2,unknown,0,5
37,admin.,married,secondary,68,cellular,may,2,failure,0,5
30,blue-collar,single,primary,17,cellular,may,3,unknown,0,5
35,housemaid,single,secondary,-122,cellular,may,5,unknown,0,5
52,management,divorced,secondary,-607,cellular,may,6,unknown,0,5
34,blue-collar,married,secondary,113,cellular,may,2,unknown,0,5
45,admin.,married,secondary,358,cellular,may,2,unknown,0,5
35,blue-collar,married,secondary,635,cellular,may,2,unknown,0,5
36,blue-collar,married,primary,38,cellular,may,2,other,0,5
49,admin.,single,primary,655,cellular,may,5,unknown,0,5
42,blue-collar,married,primary,21,cellular,may,5,other,0,5
52,management,married,tertiary,0,telephone,may,3,other,0,5
55,retired,married,secondary,1279,cellular,may,3,other,0,5
33,blue-collar,married,primary,142,cellular,may,5,unknown,0,5
44,admin.,divorced,tertiary,994,cellular,may,3,unknown,0,5
39,blue-collar,married,secondary,0,cellular,may,3,failure,0,5
40,management,married,tertiary,342,cellular,may,4,unknown,0,5
42,services,married,secondary,108,cellular,may,2,failure,0,5
32,blue-collar,married,secondary,335,cellular,may,3,failure,0,5
27,management,single,tertiary,205,cellular,may,3,unknown,0,5
35,blue-collar,married,primary,298,cellular,may,2,failure,0,5
47,blue-collar,married,unknown,878,cellular,may,4,unknown,0,5
30,technician,single,tertiary,106,cellular,may,3,unknown,0,5
29,services,divorced,secondary,-7,cellular,may,3,unknown,1,5
29,services,married,secondary,182,telephone,may,3,unknown,0,5
48,technician,married,secondary,-38,cellular,may,3,unknown,0,5
33,technician,married,secondary,668,cellular,may,2,other,0,5
32,services,married,tertiary,4908,cellular,may,2,unknown,0,5
40,blue-collar,married,primary,830,cellular,may,3,failure,1,5
32,technician,single,tertiary,0,cellular,may,2,unknown,1,5
55,technician,married,tertiary,639,telephone,may,5,other,0,5
38,blue-collar,married,primary,4406,telephone,may,2,unknown,1,5
37,blue-collar,married,secondary,121,cellular,may,4,unknown,0,5
31,services,single,secondary,1510,cellular,may,4,failure,0,5
44,services,married,secondary,4837,cellular,may,3,unknown,0,5
53,technician,married,secondary,6831,cellular,may,2,unknown,1,5
41,management,married,tertiary,1204,cellular,may,2,unknown,0,5
52,entrepreneur,married,secondary,3332,cellular,may,4,unknown,0,5
35,blue-collar,single,unknown,597,cellular,may,2,unknown,0,5
38,unemployed,single,secondary,1354,cellular,may,2,failure,0,5
49,entrepreneur,married,tertiary,4976,cellular,may,9,failure,0,5
29,blue-collar,single,primary,1768,cellular,may,3,other,0,5
35,technician,married,secondary,-255,cellular,may,3,failure,0,5
33,technician,single,secondary,181,cellular,may,7,unknown,0,5
32,blue-collar,married,secondary,-446,cellular,may,2,failure,0,5
39,management,single,tertiary,30,cellular,may,3,unknown,0,5
42,services,divorced,secondary,83,cellular,may,5,failure,0,5
35,services,divorced,secondary,78,telephone,may,3,failure,0,5
47,services,single,secondary,897,telephone,may,4,failure,0,5
45,admin.,married,secondary,1501,cellular,may,3,unknown,0,5
30,management,single,tertiary,2,cellular,may,8,unknown,0,5
32,technician,married,tertiary,396,cellular,may,3,unknown,0,5
27,student,single,secondary,89,cellular,may,3,unknown,0,5
35,services,married,secondary,1417,cellular,may,3,unknown,0,5
34,management,married,tertiary,186,cellular,may,3,unknown,0,5
32,services,single,secondary,385,cellular,may,2,unknown,0,5
51,entrepreneur,married,secondary,934,cellular,may,3,unknown,0,5
28,blue-collar,single,secondary,5,cellular,may,2,failure,0,5
26,services,single,tertiary,130,cellular,may,7,failure,0,5
29,admin.,single,secondary,65,cellular,may,6,unknown,0,5
38,management,divorced,tertiary,1149,cellular,may,4,unknown,0,5
42,blue-collar,married,primary,1398,telephone,may,6,unknown,0,5
31,management,married,tertiary,22546,cellular,may,6,failure,0,5
37,services,married,secondary,1140,cellular,may,3,unknown,0,5
37,blue-collar,married,secondary,3269,cellular,may,2,unknown,0,5
28,blue-collar,married,primary,674,telephone,may,4,unknown,0,5
30,blue-collar,married,secondary,2583,cellular,may,3,unknown,0,5
35,blue-collar,married,unknown,568,cellular,may,2,failure,0,5
35,blue-collar,single,primary,1284,telephone,may,5,unknown,0,5
45,blue-collar,married,primary,528,cellular,may,7,unknown,0,5
40,blue-collar,single,primary,2226,telephone,may,7,unknown,0,5
34,services,single,secondary,183,cellular,may,4,unknown,0,5
55,entrepreneur,divorced,tertiary,903,telephone,may,3,unknown,0,5
40,services,divorced,secondary,131,cellular,may,3,unknown,0,5
32,blue-collar,married,secondary,822,cellular,may,8,failure,0,5
33,management,married,secondary,-224,cellular,may,2,other,0,5
56,blue-collar,married,secondary,126,cellular,may,2,unknown,0,5
30,blue-collar,single,secondary,348,cellular,may,3,other,0,5
34,technician,divorced,secondary,175,cellular,may,8,unknown,0,5
28,admin.,single,secondary,20,cellular,may,5,other,0,5
47,admin.,married,secondary,120,telephone,may,6,failure,0,5
46,blue-collar,married,secondary,2836,cellular,may,7,other,0,5
45,blue-collar,single,secondary,0,cellular,may,7,other,0,5
42,blue-collar,married,primary,325,cellular,may,4,unknown,0,5
39,management,married,tertiary,0,cellular,may,15,failure,0,5
44,services,divorced,secondary,206,cellular,may,1,failure,0,5
31,management,married,secondary,466,cellular,may,1,unknown,0,5
49,services,married,tertiary,411,telephone,may,6,unknown,0,5
44,services,divorced,secondary,130,cellular,may,1,failure,0,5
56,blue-collar,married,secondary,244,cellular,may,3,unknown,0,5
43,blue-collar,married,secondary,1437,cellular,may,1,unknown,0,5
36,admin.,divorced,secondary,437,cellular,may,2,success,1,5
33,management,single,secondary,1615,cellular,may,8,failure,0,5
49,technician,married,secondary,-205,cellular,may,6,failure,0,5
43,blue-collar,single,secondary,276,cellular,may,6,unknown,0,5
33,admin.,married,secondary,1521,cellular,may,1,unknown,0,5
34,blue-collar,married,secondary,529,cellular,may,1,failure,0,5
26,management,single,tertiary,3944,cellular,may,2,unknown,1,5
32,management,single,tertiary,469,cellular,may,1,unknown,0,5
43,management,married,tertiary,1712,cellular,may,11,unknown,0,5
35,technician,married,tertiary,-269,cellular,may,4,unknown,0,5
58,services,married,primary,2946,cellular,may,1,unknown,1,5
55,self-employed,married,secondary,203,telephone,may,5,other,0,5
33,admin.,single,secondary,223,cellular,may,11,failure,0,5
54,admin.,single,secondary,3344,cellular,may,8,unknown,0,5
27,blue-collar,married,secondary,1028,cellular,may,1,failure,0,5
36,blue-collar,married,unknown,1336,cellular,may,7,unknown,0,5
35,blue-collar,married,secondary,257,cellular,may,1,unknown,0,5
33,management,single,tertiary,283,cellular,may,1,unknown,0,5
26,blue-collar,single,primary,619,cellular,may,1,failure,0,5
36,services,married,secondary,3988,cellular,may,1,unknown,0,5
33,services,single,secondary,100,cellular,may,8,other,0,5
44,blue-collar,married,secondary,-182,cellular,may,10,unknown,0,5
28,blue-collar,single,primary,54,cellular,may,1,other,1,5
37,services,divorced,secondary,241,cellular,may,1,failure,0,5
37,technician,single,secondary,2139,cellular,may,3,unknown,0,5
33,blue-collar,married,primary,149,cellular,may,2,unknown,0,5
31,services,married,secondary,179,cellular,may,1,failure,0,5
33,technician,single,secondary,1733,cellular,may,3,unknown,0,5
41,blue-collar,married,unknown,2361,cellular,may,1,unknown,0,5
39,technician,married,secondary,133,cellular,may,4,other,0,5
32,management,married,tertiary,62,cellular,may,1,unknown,0,5
31,blue-collar,single,secondary,982,cellular,may,1,unknown,0,5
32,services,single,secondary,159,cellular,may,1,unknown,0,5
32,technician,single,tertiary,13711,cellular,may,1,success,0,5
48,blue-collar,divorced,secondary,2071,cellular,may,1,unknown,0,5
39,blue-collar,single,secondary,523,cellular,may,1,unknown,0,5
52,management,married,secondary,2216,cellular,may,1,failure,0,5
49,blue-collar,married,secondary,-454,cellular,may,1,unknown,1,5
32,admin.,single,secondary,-133,cellular,may,1,failure,0,5
34,blue-collar,married,primary,-204,cellular,may,6,unknown,0,5
32,services,single,unknown,6145,cellular,may,1,failure,0,5
33,management,married,tertiary,0,cellular,may,2,unknown,0,5
35,blue-collar,divorced,secondary,-566,cellular,may,2,failure,0,5
39,blue-collar,married,secondary,49,cellular,may,1,failure,0,5
33,blue-collar,married,secondary,1233,cellular,may,1,unknown,0,5
31,admin.,single,secondary,1270,cellular,may,1,other,0,5
28,admin.,married,secondary,84,cellular,may,1,unknown,0,5
29,admin.,single,secondary,25,cellular,may,1,failure,0,5
26,blue-collar,single,secondary,1006,cellular,may,1,unknown,1,5
38,services,married,secondary,934,cellular,may,1,unknown,1,5
38,blue-collar,divorced,secondary,2048,cellular,may,1,unknown,0,5
31,blue-collar,married,secondary,125,cellular,may,1,failure,0,5
31,blue-collar,single,tertiary,328,cellular,may,1,failure,0,5
28,student,single,tertiary,170,telephone,may,5,unknown,0,5
37,management,single,tertiary,833,cellular,may,1,unknown,0,5
31,blue-collar,married,primary,554,cellular,may,1,failure,0,5
44,blue-collar,married,secondary,500,cellular,may,2,failure,0,5
32,blue-collar,married,secondary,22,cellular,may,1,unknown,0,5
32,blue-collar,married,secondary,1914,cellular,may,1,failure,0,5
52,admin.,divorced,secondary,1135,cellular,may,1,unknown,0,5
47,admin.,divorced,secondary,980,cellular,may,1,unknown,0,5
46,technician,married,tertiary,217,cellular,may,1,other,0,5
41,blue-collar,married,secondary,14,cellular,may,3,unknown,0,5
30,student,single,tertiary,31,cellular,may,1,unknown,0,5
40,services,married,secondary,438,telephone,may,1,unknown,0,5
46,management,divorced,tertiary,225,cellular,may,1,other,0,5
44,management,married,unknown,415,telephone,may,7,unknown,0,5
36,management,married,tertiary,242,cellular,may,1,unknown,0,5
38,admin.,married,secondary,66,cellular,may,1,failure,0,5
35,blue-collar,married,primary,602,cellular,may,6,unknown,0,5
36,management,married,tertiary,532,cellular,may,1,unknown,0,5
28,services,married,primary,3,cellular,may,1,unknown,0,5
38,technician,single,tertiary,744,cellular,may,1,other,0,5
36,self-employed,married,tertiary,307,cellular,may,1,other,0,5
36,admin.,divorced,secondary,869,cellular,may,1,failure,0,5
49,blue-collar,married,tertiary,1769,cellular,may,2,unknown,0,5
54,services,married,primary,8,cellular,may,1,unknown,0,5
44,admin.,divorced,secondary,2999,cellular,may,1,unknown,1,5
28,blue-collar,single,secondary,61,cellular,may,3,unknown,0,5
38,services,divorced,secondary,6182,cellular,may,3,other,0,5
33,management,single,tertiary,5145,cellular,may,1,other,0,5
43,blue-collar,divorced,secondary,688,cellular,may,3,unknown,0,5
43,blue-collar,married,secondary,117,cellular,may,1,failure,0,5
47,technician,married,secondary,417,cellular,may,1,unknown,0,5
43,blue-collar,single,secondary,592,cellular,may,1,unknown,0,5
38,management,single,tertiary,-119,cellular,may,1,unknown,0,5
23,blue-collar,married,secondary,0,cellular,may,1,unknown,0,5
36,management,single,tertiary,85,cellular,may,1,unknown,0,5
56,blue-collar,married,primary,828,cellular,may,1,failure,0,5
49,management,married,tertiary,85,cellular,may,5,other,1,5
40,retired,divorced,primary,919,cellular,may,2,unknown,0,5
26,admin.,single,secondary,66,cellular,may,1,failure,0,5
29,technician,single,secondary,500,cellular,may,3,unknown,0,5
31,self-employed,single,tertiary,17924,cellular,may,1,failure,1,5
55,blue-collar,divorced,primary,8180,cellular,may,2,failure,1,5
39,services,married,secondary,20928,cellular,may,1,other,0,5
48,blue-collar,married,secondary,503,cellular,may,1,unknown,0,5
34,blue-collar,married,secondary,2436,cellular,may,7,unknown,0,5
44,admin.,single,secondary,275,cellular,may,5,failure,0,5
32,management,married,tertiary,2431,cellular,may,5,unknown,1,5
49,blue-collar,single,primary,87,telephone,may,2,unknown,0,5
37,technician,married,secondary,720,cellular,may,6,failure,0,5
37,admin.,divorced,secondary,0,cellular,may,7,unknown,0,5
40,unemployed,married,secondary,270,cellular,may,2,failure,0,5
40,technician,married,tertiary,253,cellular,may,4,other,0,5
43,management,married,primary,62,cellular,may,1,failure,0,5
37,admin.,single,secondary,9,cellular,may,1,unknown,0,5
35,services,married,secondary,341,cellular,may,1,unknown,1,5
48,blue-collar,divorced,primary,194,cellular,may,1,unknown,0,5
35,admin.,married,secondary,3863,cellular,may,1,failure,0,5
50,blue-collar,divorced,primary,1629,cellular,may,1,unknown,0,5
31,services,married,secondary,640,cellular,may,2,unknown,0,5
35,management,single,tertiary,-146,cellular,may,1,failure,0,5
35,blue-collar,single,secondary,4963,cellular,may,1,failure,1,5
33,blue-collar,married,secondary,705,cellular,may,2,unknown,0,5
35,services,single,secondary,35,cellular,may,1,unknown,0,5
31,admin.,married,secondary,8781,cellular,may,1,success,1,5
28,blue-collar,married,secondary,373,cellular,may,9,failure,0,5
39,technician,single,secondary,1355,cellular,may,1,unknown,1,5
39,management,single,tertiary,3202,cellular,may,8,unknown,0,5
48,admin.,divorced,unknown,-70,cellular,may,1,unknown,0,5
29,admin.,married,secondary,6429,cellular,may,1,failure,0,5
49,entrepreneur,divorced,secondary,816,cellular,may,7,unknown,0,5
29,blue-collar,single,unknown,913,telephone,may,1,failure,0,5
38,technician,single,secondary,1211,cellular,may,1,success,0,5
53,services,divorced,primary,146,cellular,may,1,failure,0,5
28,services,married,secondary,0,telephone,may,7,unknown,0,5
50,blue-collar,married,secondary,-581,cellular,may,2,failure,0,5
40,admin.,single,primary,846,cellular,may,1,unknown,0,5
48,admin.,divorced,secondary,-407,cellular,may,2,failure,0,5
54,retired,married,secondary,1139,cellular,may,1,failure,0,5
34,management,married,tertiary,902,cellular,may,1,other,0,5
28,admin.,divorced,secondary,-504,cellular,may,1,unknown,1,5
59,management,married,tertiary,2260,cellular,may,1,unknown,0,5
31,blue-collar,single,secondary,183,cellular,may,1,success,0,5
55,management,married,primary,366,cellular,may,1,failure,0,5
26,admin.,single,secondary,-930,cellular,may,1,unknown,1,5
39,management,married,tertiary,1738,cellular,may,1,other,1,5
29,management,single,tertiary,21,cellular,may,4,failure,0,5
46,management,divorced,tertiary,233,cellular,may,4,unknown,0,5
48,blue-collar,married,primary,214,cellular,may,1,failure,1,5
39,technician,single,secondary,-237,cellular,may,2,unknown,0,5
42,blue-collar,single,primary,22,cellular,may,4,failure,0,5
35,blue-collar,married,primary,113,cellular,may,3,unknown,0,5
30,technician,married,secondary,0,cellular,may,3,unknown,0,5
23,admin.,single,secondary,21,cellular,may,3,unknown,0,5
37,blue-collar,married,unknown,969,cellular,may,2,unknown,0,5
25,student,single,secondary,963,telephone,may,4,failure,0,5
28,admin.,single,secondary,3,cellular,may,2,unknown,0,5
42,blue-collar,married,primary,142,cellular,may,5,unknown,0,5
28,blue-collar,married,primary,206,cellular,may,2,unknown,0,5
55,retired,married,secondary,785,cellular,may,1,failure,0,5
42,entrepreneur,married,secondary,718,cellular,may,2,failure,0,5
33,blue-collar,married,secondary,687,cellular,may,2,failure,0,5
39,management,married,tertiary,1090,cellular,may,5,unknown,0,5
45,blue-collar,married,primary,345,telephone,may,3,unknown,0,5
43,technician,married,secondary,38,cellular,may,1,unknown,0,5
30,admin.,single,secondary,43,cellular,may,1,failure,0,5
40,blue-collar,married,primary,3705,cellular,may,1,failure,0,5
28,technician,single,tertiary,375,cellular,may,1,other,0,5
43,management,married,tertiary,-271,telephone,may,1,unknown,0,5
40,blue-collar,divorced,secondary,973,cellular,may,1,unknown,1,5
50,management,married,secondary,125,cellular,may,5,unknown,0,5
30,blue-collar,married,secondary,15,cellular,may,1,failure,0,5
37,blue-collar,married,primary,397,telephone,may,5,unknown,0,5
48,management,divorced,tertiary,541,cellular,may,1,other,0,5
46,blue-collar,married,secondary,431,cellular,may,4,failure,0,5
60,blue-collar,married,secondary,1407,cellular,may,1,failure,0,5
34,blue-collar,married,secondary,175,cellular,may,2,failure,0,5
43,entrepreneur,married,primary,2315,cellular,may,1,unknown,0,5
41,blue-collar,single,secondary,1880,cellular,may,1,other,0,5
33,blue-collar,single,secondary,142,cellular,may,1,other,0,5
43,technician,single,secondary,214,cellular,may,1,unknown,0,5
32,admin.,married,secondary,684,cellular,may,3,unknown,1,5
30,blue-collar,married,secondary,-97,cellular,may,1,other,0,5
34,blue-collar,single,secondary,1351,cellular,may,2,unknown,0,5
55,retired,married,primary,-966,cellular,may,1,unknown,0,5
29,management,married,secondary,231,cellular,may,1,failure,1,5
35,management,married,tertiary,1212,cellular,may,1,other,0,5
40,blue-collar,married,primary,637,cellular,may,1,unknown,0,5
31,blue-collar,married,secondary,625,cellular,may,3,unknown,0,5
37,technician,divorced,secondary,5957,cellular,may,3,failure,0,5
41,blue-collar,married,secondary,580,cellular,may,1,failure,1,5
28,management,single,tertiary,1027,cellular,may,1,unknown,0,5
31,management,married,tertiary,0,cellular,may,1,unknown,0,5
31,technician,single,secondary,7567,cellular,may,1,failure,0,5
51,blue-collar,single,secondary,708,telephone,may,1,failure,0,5
46,housemaid,single,secondary,198,cellular,may,1,other,0,5
57,services,married,secondary,0,cellular,may,9,other,0,5
28,student,married,secondary,704,cellular,may,3,unknown,0,5
26,technician,single,tertiary,468,cellular,may,2,failure,0,5
47,admin.,married,secondary,1934,cellular,may,1,failure,0,5
36,management,married,secondary,1825,cellular,may,1,failure,0,5
28,admin.,married,secondary,22,cellular,may,2,unknown,0,5
32,blue-collar,married,secondary,-103,cellular,may,1,unknown,0,5
38,services,single,primary,393,cellular,may,1,unknown,0,5
30,blue-collar,married,primary,99,telephone,may,1,unknown,0,5
33,technician,single,secondary,716,cellular,may,2,unknown,0,5
38,blue-collar,married,primary,132,cellular,may,2,unknown,0,5
36,technician,single,secondary,-206,cellular,may,1,failure,0,5
30,blue-collar,single,secondary,-177,cellular,may,1,other,0,5
53,services,single,secondary,4778,cellular,may,1,unknown,0,5
42,entrepreneur,married,tertiary,171,cellular,may,1,failure,0,5
51,management,divorced,tertiary,-256,cellular,may,1,unknown,0,5
39,admin.,divorced,secondary,1089,cellular,may,1,unknown,0,5
45,entrepreneur,married,primary,276,cellular,may,1,failure,0,5
34,management,married,tertiary,273,cellular,may,1,failure,1,5
29,admin.,married,tertiary,111,cellular,may,1,unknown,0,5
54,blue-collar,married,primary,316,cellular,may,1,unknown,0,5
27,blue-collar,married,secondary,1295,cellular,may,1,unknown,0,5
31,blue-collar,single,primary,538,cellular,may,4,unknown,0,5
43,technician,single,tertiary,275,telephone,may,2,other,0,5
39,blue-collar,married,secondary,300,cellular,may,1,unknown,0,5
39,blue-collar,married,secondary,-220,cellular,may,1,failure,0,5
32,blue-collar,single,secondary,811,cellular,may,1,unknown,1,5
23,blue-collar,single,secondary,1105,cellular,may,1,unknown,0,5
42,blue-collar,single,primary,177,cellular,may,2,unknown,0,5
33,blue-collar,married,secondary,245,cellular,may,2,other,0,5
47,self-employed,married,tertiary,3,cellular,may,15,unknown,0,5
29,admin.,married,secondary,1761,cellular,may,1,unknown,0,5
33,management,married,primary,262,cellular,may,3,unknown,0,5
42,self-employed,married,secondary,2,cellular,may,5,unknown,0,5
37,admin.,divorced,secondary,141,cellular,may,1,unknown,0,5
33,blue-collar,single,primary,60,cellular,may,1,failure,0,5
33,management,single,tertiary,-149,cellular,may,1,failure,0,5
24,services,single,unknown,608,cellular,may,1,unknown,0,5
58,self-employed,married,secondary,28318,cellular,may,2,unknown,0,5
25,services,single,secondary,-107,cellular,may,1,unknown,0,5
33,technician,single,secondary,287,cellular,may,1,failure,0,5
31,technician,single,secondary,23,cellular,may,1,failure,0,5
37,services,divorced,secondary,75,cellular,may,1,unknown,0,5
39,services,single,secondary,1048,cellular,may,1,unknown,0,5
34,admin.,married,primary,0,cellular,may,1,unknown,1,5
34,self-employed,single,tertiary,1272,cellular,may,1,unknown,0,5
44,housemaid,married,primary,1342,telephone,may,2,failure,0,5
53,management,married,tertiary,261,telephone,may,2,failure,0,5
24,blue-collar,married,primary,456,cellular,may,2,unknown,0,5
36,self-employed,divorced,tertiary,1354,cellular,may,1,success,1,5
35,student,divorced,primary,2755,cellular,may,2,other,0,5
33,services,single,secondary,-448,cellular,may,2,unknown,0,5
43,blue-collar,married,primary,533,cellular,may,2,other,0,5
58,blue-collar,divorced,primary,2246,cellular,may,2,unknown,0,5
52,management,divorced,tertiary,482,cellular,may,4,failure,0,5
29,admin.,divorced,secondary,-254,cellular,may,2,unknown,1,5
46,blue-collar,married,secondary,312,cellular,may,2,unknown,0,5
34,blue-collar,married,secondary,237,cellular,may,3,unknown,0,5
36,blue-collar,divorced,primary,0,cellular,may,2,unknown,0,5
35,blue-collar,married,primary,422,cellular,may,1,unknown,0,5
42,housemaid,single,primary,1179,cellular,may,1,failure,0,5
39,blue-collar,single,secondary,0,cellular,may,10,other,0,5
37,blue-collar,married,secondary,700,cellular,may,1,unknown,0,5
33,housemaid,single,secondary,96,cellular,may,6,unknown,0,5
45,blue-collar,married,secondary,1003,cellular,may,1,unknown,0,5
26,services,married,secondary,864,cellular,may,1,unknown,0,5
48,blue-collar,divorced,secondary,65,cellular,may,1,failure,0,5
33,blue-collar,married,secondary,249,cellular,may,7,failure,0,5
28,technician,married,secondary,58,cellular,may,6,failure,0,5
35,services,divorced,secondary,221,cellular,may,1,failure,0,5
27,blue-collar,married,secondary,-330,cellular,may,1,failure,0,5
34,admin.,married,secondary,774,cellular,may,1,other,0,5
45,blue-collar,married,secondary,87,cellular,may,1,failure,0,5
46,blue-collar,divorced,secondary,1074,cellular,may,2,unknown,0,5
34,management,single,tertiary,28,cellular,may,1,failure,0,5
31,blue-collar,married,secondary,536,cellular,may,6,unknown,0,5
29,technician,married,tertiary,604,cellular,may,4,unknown,0,5
50,blue-collar,married,secondary,2719,cellular,may,2,unknown,0,5
52,self-employed,married,secondary,213,cellular,may,2,unknown,0,5
35,technician,married,tertiary,4,cellular,may,1,unknown,0,5
38,management,married,tertiary,89,cellular,may,1,failure,0,5
23,housemaid,single,secondary,650,cellular,may,1,failure,0,5
56,blue-collar,married,secondary,-256,cellular,may,1,failure,0,5
37,blue-collar,married,primary,190,cellular,may,6,unknown,0,5
36,technician,single,tertiary,0,cellular,may,2,other,0,5
39,blue-collar,single,primary,-100,cellular,may,1,failure,0,5
25,student,single,tertiary,938,cellular,may,1,other,0,5
54,retired,divorced,tertiary,2682,cellular,may,1,unknown,0,5
35,management,single,tertiary,478,cellular,may,1,failure,0,5
36,entrepreneur,divorced,secondary,2996,cellular,may,1,unknown,0,5
47,blue-collar,married,primary,881,cellular,may,1,failure,0,5
46,blue-collar,married,secondary,130,cellular,may,1,failure,0,5
46,admin.,married,secondary,-236,telephone,may,2,unknown,0,5
29,unemployed,married,tertiary,111,cellular,may,1,unknown,0,5
32,technician,married,tertiary,15,cellular,may,1,failure,0,5
55,services,single,secondary,1126,telephone,may,1,unknown,0,5
38,blue-collar,married,primary,-42,cellular,may,1,unknown,0,5
25,admin.,single,secondary,1235,cellular,may,1,failure,0,5
34,blue-collar,single,secondary,62,cellular,may,1,unknown,0,5
34,self-employed,single,unknown,687,cellular,may,2,unknown,0,5
29,blue-collar,married,secondary,-312,cellular,may,2,unknown,0,5
28,blue-collar,married,tertiary,335,cellular,may,1,success,0,5
25,admin.,single,secondary,248,cellular,may,1,unknown,0,5
47,blue-collar,single,primary,133,cellular,may,1,other,0,5
50,management,single,secondary,4527,cellular,may,1,unknown,0,5
37,management,married,tertiary,8821,cellular,may,1,unknown,0,5
28,blue-collar,married,secondary,519,cellular,may,1,unknown,0,5
54,management,divorced,tertiary,-449,cellular,may,1,unknown,1,5
42,blue-collar,divorced,primary,1563,cellular,may,2,failure,0,5
43,services,married,primary,2567,cellular,may,1,failure,0,5
29,blue-collar,married,secondary,7863,cellular,may,1,unknown,1,5
30,services,married,secondary,1222,cellular,may,1,unknown,0,5
25,services,single,secondary,216,cellular,may,3,unknown,0,5
35,blue-collar,divorced,secondary,336,cellular,may,1,failure,1,5
54,blue-collar,divorced,unknown,-473,cellular,may,1,failure,0,5
52,blue-collar,married,secondary,633,cellular,may,1,unknown,0,5
55,blue-collar,divorced,unknown,1545,cellular,may,1,failure,0,5
51,blue-collar,married,secondary,500,cellular,may,1,unknown,0,5
32,management,single,tertiary,499,cellular,may,1,failure,0,5
33,entrepreneur,married,tertiary,1145,cellular,may,3,unknown,0,5
40,retired,single,primary,-79,cellular,may,1,failure,0,5
56,retired,divorced,primary,48,cellular,may,2,unknown,0,5
37,management,divorced,secondary,1287,cellular,may,1,unknown,0,5
36,blue-collar,married,secondary,1049,cellular,may,4,unknown,1,5
37,services,married,secondary,6089,cellular,may,2,unknown,1,5
29,services,married,secondary,1002,cellular,may,2,unknown,0,5
46,admin.,single,secondary,-976,cellular,may,1,unknown,0,5
34,blue-collar,married,primary,109,cellular,may,2,unknown,0,5
44,self-employed,divorced,secondary,583,cellular,may,3,unknown,0,5
34,blue-collar,married,secondary,332,cellular,may,2,unknown,0,5
56,admin.,single,secondary,3309,cellular,may,1,unknown,0,5
34,admin.,married,secondary,384,cellular,may,2,unknown,0,5
35,technician,married,secondary,222,cellular,may,5,failure,0,5
37,management,divorced,tertiary,-42,cellular,may,2,unknown,1,5
41,blue-collar,married,secondary,427,cellular,may,2,unknown,0,5
36,services,single,secondary,-267,cellular,may,7,failure,0,5
33,technician,married,secondary,318,cellular,may,4,other,0,5
32,blue-collar,married,secondary,169,cellular,may,2,unknown,0,5
39,management,divorced,tertiary,126,cellular,may,1,unknown,0,5
31,management,single,tertiary,0,cellular,may,3,failure,0,5
34,blue-collar,married,secondary,2447,cellular,may,2,unknown,0,5
42,services,married,primary,248,cellular,may,2,unknown,0,5
29,admin.,single,secondary,891,cellular,may,2,failure,0,5
48,blue-collar,married,secondary,333,cellular,may,6,unknown,0,5
40,blue-collar,married,primary,105,cellular,may,2,failure,0,5
35,blue-collar,single,primary,246,cellular,may,2,failure,0,5
49,management,divorced,tertiary,1253,cellular,may,2,unknown,0,5
53,management,married,tertiary,-388,cellular,may,3,other,0,5
37,services,single,secondary,887,cellular,may,2,unknown,0,5
37,blue-collar,married,secondary,561,cellular,may,1,failure,0,5
40,management,single,tertiary,2258,cellular,may,3,failure,0,5
45,admin.,divorced,tertiary,569,cellular,may,1,unknown,0,5
34,admin.,married,secondary,626,cellular,may,2,unknown,0,5
57,blue-collar,single,primary,739,cellular,may,2,failure,0,5
29,technician,single,secondary,1331,cellular,may,1,unknown,0,5
40,services,single,secondary,573,cellular,may,1,unknown,0,5
31,blue-collar,single,secondary,953,cellular,may,1,success,1,5
